study	image	prob_plax_far	prob_plax_plax	prob_plax_laz	prob_psax_az	prob_psax_mv	prob_psax_pap	prob_a2c_lvocc_s	prob_a2c_laocc	prob_a2c	prob_a3c_lvocc_s	prob_a3c_laocc	prob_a3c	prob_a4c_lvocc_s	prob_a4c_laocc	prob_a4c	prob_a5c	prob_other	prob_rvinf	prob_psax_avz	prob_suprasternal	prob_subcostal	prob_plax_lac	prob_psax_apex
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_av_zoom_23.jpg.dcm	0.011	0.017	0.301	0.006	0.0	0.0	0.0	0.001	0.0	0.002	0.001	0.0	0.014	0.026	0.0	0.25	0.035	0.057	0.151	0.002	0.076	0.047	0.001
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	rvinflow_12.jpg.dcm	0.01	0.014	0.021	0.034	0.003	0.045	0.007	0.059	0.003	0.004	0.007	0.002	0.01	0.014	0.001	0.084	0.034	0.327	0.005	0.043	0.189	0.07	0.013
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a3c_lv_zoom_11.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.203	0.005	0.001	0.669	0.099	0.001	0.01	0.0	0.001	0.003	0.001	0.0	0.0	0.003	0.003	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	ssn_aoarch_cfi_13.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_av_zoom_2_24.jpg.dcm	0.007	0.005	0.332	0.002	0.0	0.0	0.001	0.002	0.0	0.002	0.001	0.0	0.02	0.051	0.0	0.118	0.024	0.072	0.106	0.004	0.185	0.067	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_papmm_00.jpg.dcm	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	sc4c_00.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	rvoutflow_07.jpg.dcm	0.004	0.341	0.002	0.12	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.01	0.0	0.001	0.001	0.0	0.018	0.065	0.001	0.0	0.134	0.296	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	rvoutflow_2_02.jpg.dcm	0.001	0.089	0.0	0.89	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.0	0.002	0.001	0.006	0.001	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_apex_10.jpg.dcm	0.002	0.0	0.0	0.001	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.008	0.007	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_av_zoom_06.jpg.dcm	0.007	0.008	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.005	0.0	0.004	0.017	0.005	0.008	0.002	0.799	0.032	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a2c_lv_zoom_2_05.jpg.dcm	0.0	0.0	0.0	0.001	0.001	0.0	0.005	0.607	0.114	0.0	0.213	0.017	0.002	0.014	0.0	0.007	0.001	0.001	0.0	0.0	0.001	0.016	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_17.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a5c_08.jpg.dcm	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.055	0.001	0.0	0.0	0.0	0.007	0.293	0.006	0.621	0.007	0.001	0.0	0.003	0.001	0.0	0.001
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_22.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_15.jpg.dcm	0.0	0.983	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.007	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_mpa_bifurcation_19.jpg.dcm	0.001	0.0	0.0	0.016	0.005	0.027	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.004	0.014	0.032	0.889	0.006	0.001
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_mv_zoom_16.jpg.dcm	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_av_zoom_14.jpg.dcm	0.02	0.005	0.604	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.007	0.034	0.0	0.002	0.058	0.009	0.092	0.001	0.107	0.059	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_mpa_bifurcation_16.jpg.dcm	0.001	0.001	0.0	0.168	0.004	0.03	0.0	0.002	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.006	0.121	0.058	0.577	0.025	0.001
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_av_zoom_09.jpg.dcm	0.019	0.013	0.228	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.006	0.013	0.0	0.01	0.031	0.004	0.383	0.009	0.083	0.198	0.001
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_lv_zoom_24.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_inc_depth_19.jpg.dcm	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_inc_depth_04.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a5c_07.jpg.dcm	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.001	0.073	0.002	0.915	0.002	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_av_zoom_2_08.jpg.dcm	0.045	0.016	0.153	0.001	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.016	0.055	0.0	0.009	0.043	0.015	0.168	0.006	0.413	0.054	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_mv_zoom_23.jpg.dcm	0.0	0.0	0.276	0.0	0.38	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.043	0.002	0.0	0.0	0.291	0.003
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_av_zoom_18.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_lv_zoom_2_09.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a3c_23.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.446	0.554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_lv_zoom_17.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_01.jpg.dcm	0.0	0.961	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.019	0.0	0.0	0.0	0.01	0.003
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_mpa_bifurcation_10.jpg.dcm	0.003	0.005	0.0	0.291	0.002	0.002	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.004	0.03	0.009	0.615	0.033	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_inc_depth_21.jpg.dcm	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_mv_zoom_12.jpg.dcm	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	rvoutflow_00.jpg.dcm	0.005	0.331	0.003	0.099	0.0	0.019	0.0	0.003	0.0	0.001	0.001	0.003	0.0	0.001	0.001	0.001	0.011	0.046	0.002	0.001	0.158	0.312	0.001
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_apex_19.jpg.dcm	0.0	0.0	0.0	0.0	0.002	0.971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.018	0.002
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_av_zoom_11.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_av_zoom_00.jpg.dcm	0.009	0.009	0.407	0.014	0.0	0.0	0.0	0.003	0.0	0.001	0.001	0.0	0.019	0.028	0.0	0.013	0.015	0.177	0.184	0.003	0.078	0.038	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a2c_lv_zoom_2_03.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.912	0.003	0.0	0.008	0.0	0.001	0.072	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_papmm_05.jpg.dcm	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_inc_depth_19.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_av_25.jpg.dcm	0.0	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_inc_depth_24.jpg.dcm	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_inc_depth_08.jpg.dcm	0.002	0.993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a5c_15.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.987	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	scsax_ivc_2_10.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_21.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_12.jpg.dcm	0.0	0.673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.325	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	scsax_ivc_05.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	scsax_papmm_06.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.01	0.001	0.0	0.0	0.005	0.001	0.001	0.001	0.978	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a2c_lv_zoom_2_01.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.001	0.0	0.002	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_lv_zoom_2_13.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	rvoutflow_2_04.jpg.dcm	0.012	0.135	0.001	0.783	0.0	0.003	0.0	0.002	0.0	0.005	0.005	0.007	0.001	0.001	0.004	0.003	0.003	0.002	0.015	0.003	0.008	0.005	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_lv_zoom_09.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_av_zoom_02.jpg.dcm	0.006	0.003	0.288	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.024	0.028	0.0	0.018	0.041	0.059	0.187	0.002	0.298	0.042	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	scsax_ivc_2_09.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_papmm_11.jpg.dcm	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	scsax_papmm_02.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.008	0.001	0.0	0.001	0.007	0.001	0.0	0.0	0.979	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_23.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a2c_lv_zoom_10.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.716	0.002	0.0	0.011	0.005	0.001	0.222	0.0	0.025	0.001	0.001	0.0	0.0	0.005	0.002	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	scsax_ivc_2_12.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_mpa_bifurcation_03.jpg.dcm	0.005	0.002	0.001	0.28	0.008	0.006	0.003	0.014	0.01	0.002	0.001	0.009	0.001	0.003	0.001	0.001	0.017	0.02	0.086	0.068	0.396	0.065	0.001
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_mv_zoom_08.jpg.dcm	0.0	0.0	0.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a2c_03.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.008	0.784	0.0	0.069	0.052	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a2c_lv_zoom_16.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.997	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	sc4c_17.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_av_zoom_15.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a2c_08.jpg.dcm	0.0	0.001	0.001	0.0	0.001	0.0	0.035	0.026	0.073	0.003	0.038	0.69	0.008	0.005	0.001	0.014	0.034	0.038	0.001	0.0	0.026	0.005	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	scsax_papmm_26.jpg.dcm	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.001	0.004	0.0	0.001	0.0	0.908	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a2c_lv_zoom_08.jpg.dcm	0.0	0.0	0.0	0.001	0.0	0.0	0.008	0.847	0.014	0.0	0.007	0.007	0.001	0.104	0.0	0.004	0.001	0.001	0.0	0.0	0.003	0.002	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_13.jpg.dcm	0.0	0.91	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.085	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a2c_lv_zoom_2_09.jpg.dcm	0.0	0.0	0.0	0.011	0.003	0.004	0.012	0.386	0.048	0.003	0.023	0.003	0.035	0.383	0.001	0.01	0.007	0.02	0.008	0.002	0.02	0.017	0.001
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_av_zoom_10.jpg.dcm	0.03	0.008	0.214	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.003	0.004	0.0	0.001	0.03	0.002	0.505	0.007	0.093	0.1	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_lv_zoom_22.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_13.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	ssn_aoarch_10.jpg.dcm	0.0	0.0	0.002	0.002	0.001	0.004	0.0	0.052	0.006	0.0	0.0	0.0	0.001	0.02	0.0	0.001	0.008	0.008	0.001	0.881	0.003	0.006	0.003
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a4c_lv_zoom_2_24.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_inc_depth_06.jpg.dcm	0.0	0.998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_apex_24.jpg.dcm	0.001	0.0	0.0	0.0	0.0	0.935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.047	0.009
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	a2c_lv_zoom_2_17.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.765	0.0	0.0	0.0	0.0	0.0	0.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_av_04.jpg.dcm	0.0	0.0	0.0	0.978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	scsax_ivc_2_13.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_mv_zoom_21.jpg.dcm	0.0	0.0	0.942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	plax_ascao_17.jpg.dcm	0.001	0.012	0.015	0.034	0.0	0.002	0.001	0.01	0.0	0.0	0.001	0.0	0.001	0.001	0.0	0.004	0.002	0.007	0.001	0.004	0.005	0.888	0.011
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_av_zoom_09.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_papmm_01.jpg.dcm	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
/content/gdrive/My Drive/CardioNexus/echoCV/dicomsample/EchoCV-Test-Labelled	psax_papmm_17.jpg.dcm	0.0	0.002	0.0	0.0	0.001	0.993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.004	0.0
